player,hof_flag,final_mvp,all_stargame,championship_ring,league_mvp,assist,blocks,box_plus_minus,points,steals,total_rebounds,value_of_replacement,win_shares
Brandon Armstrong,N,N,N,N,N,24.00,4.00,-26.60,239.00,22.00,63.00,-0.40,-1.00
Brandon Bass,N,N,N,N,N,605.00,476.00,-16.70,6533.00,293.00,3405.00,0.40,43.00
Brandon Davies,N,N,N,N,N,88.00,22.00,-18.80,428.00,60.00,275.00,-0.20,1.00
Brandon Hunter,N,N,N,N,N,22.00,8.00,-12.00,220.00,17.00,187.00,-0.30,1.00
Brandon Ingram,N,N,N,N,N,166.00,36.00,-3.80,740.00,50.00,317.00,-1.10,0.00
Brandon Jennings,N,N,N,N,N,3464.00,102.00,-0.80,8381.00,739.00,1826.00,1.00,32.00
Brandon Knight,N,N,N,N,N,1708.00,70.00,-9.00,6043.00,395.00,1310.00,0.60,15.00
Brandon Roy,N,N,Y,N,N,1365.00,64.00,15.50,5534.00,295.00,1253.00,3.90,35.00
Brandon Rush,N,N,N,N,N,421.00,239.00,-18.80,3039.00,200.00,1313.00,0.10,11.00
Brandon Williams,N,N,N,N,N,3.00,3.00,-8.40,37.00,6.00,15.00,-0.20,0.00
Brendan Haywood,N,N,N,N,N,475.00,1242.00,-2.00,6149.00,340.00,5517.00,0.80,50.00
Brent Barry,N,N,N,N,N,2891.00,265.00,31.40,8677.00,968.00,2841.00,1.80,71.00
Brent Price,N,N,N,N,N,965.00,11.00,-9.40,1905.00,239.00,536.00,0.40,10.00
Brett Szabo,N,N,N,N,N,17.00,32.00,-5.40,153.00,16.00,165.00,-0.60,0.00
Brevin Knight,N,N,N,N,N,4792.00,91.00,-26.50,5675.00,1330.00,1953.00,0.40,34.00
Brian Cardinal,N,N,N,N,N,388.00,63.00,7.00,1765.00,246.00,831.00,0.80,15.00
Brian Cook,N,N,N,N,N,215.00,119.00,-35.80,2072.00,124.00,1021.00,-0.10,9.00
Brian Evans,N,N,N,N,N,55.00,13.00,-3.50,321.00,29.00,137.00,0.00,2.00
Brian Grant,N,N,N,N,N,923.00,561.00,-8.30,7933.00,455.00,5622.00,0.90,55.00
Brian Howard,N,N,N,N,N,67.00,34.00,-3.70,439.00,55.00,212.00,-0.50,0.00
Brian Oliver,N,N,N,N,N,108.00,6.00,-14.70,360.00,44.00,110.00,-0.60,-1.00
Brian Quinnett,N,N,N,N,N,81.00,27.00,-20.20,515.00,50.00,251.00,-0.20,1.00
Brian Roberts,N,N,N,N,N,775.00,21.00,-25.50,2264.00,142.00,463.00,-0.20,9.00
Brian Rowsom,N,N,N,N,N,46.00,23.00,-3.90,451.00,28.00,268.00,0.10,3.00
Brian Scalabrine,N,N,N,N,N,430.00,117.00,-25.80,1574.00,154.00,1026.00,-0.10,7.00
Brian Shaw,N,N,N,Y,N,4178.00,269.00,-28.60,6919.00,796.00,3397.00,0.20,24.00
Brian Skinner,N,N,N,N,N,254.00,447.00,-33.70,2538.00,218.00,2432.00,-0.10,13.00
Brian Taylor,N,N,N,N,N,1456.00,82.00,4.00,3988.00,582.00,771.00,1.70,25.00
Brian Winters,N,N,Y,N,N,2445.00,180.00,-5.60,9738.00,722.00,1548.00,0.90,35.00
Briante Weber,N,N,N,N,N,21.00,1.00,-3.20,62.00,12.00,26.00,-0.10,0.00
Britton Johnsen,N,N,N,N,N,12.00,1.00,-7.80,42.00,7.00,45.00,-0.40,-1.00
Brook Lopez,N,N,Y,N,N,781.00,821.00,2.70,9376.00,284.00,3340.00,1.50,44.00
Brook Steppe,N,N,N,N,N,264.00,16.00,-11.70,1194.00,94.00,313.00,-0.20,4.00
Brooks Thompson,N,N,N,N,N,429.00,7.00,-9.50,1065.00,130.00,230.00,0.10,3.00
Bruce Bowen,N,N,N,Y,N,1095.00,341.00,-2.20,5416.00,714.00,2472.00,1.20,44.00
Bruce Flowers,N,N,N,N,N,47.00,12.00,0.10,261.00,19.00,180.00,0.40,2.00
Bruce Kuczenski,N,N,N,N,N,10.00,2.00,-23.20,31.00,2.00,29.00,-0.20,-1.00
Bruce Seals,N,N,N,N,N,293.00,135.00,-9.40,2422.00,154.00,1087.00,-0.50,7.00
Bruno Caboclo,N,N,N,N,N,1.00,1.00,-11.60,3.00,2.00,2.00,-0.10,0.00
Bruno Sundov,N,N,N,N,N,13.00,11.00,-37.70,126.00,12.00,76.00,-0.20,-1.00
Bryan Warrick,N,N,N,N,N,503.00,18.00,-15.30,831.00,96.00,262.00,-0.40,3.00
Bryant Reeves,N,N,N,N,N,388.00,168.00,-15.80,3116.00,118.00,1708.00,-0.80,5.00
Bryant Stith,N,N,N,N,N,1178.00,130.00,-14.60,5946.00,594.00,1983.00,0.60,30.00
Bryce Drew,N,N,N,N,N,500.00,10.00,-17.60,1050.00,117.00,276.00,-0.60,3.00
Bryon Russell,N,N,N,N,N,1084.00,203.00,12.90,6663.00,874.00,2913.00,1.50,48.00
Bubba Wells,N,N,N,N,N,34.00,4.00,-5.00,128.00,15.00,68.00,-0.30,0.00
Buck Johnson,N,N,N,N,N,856.00,252.00,-7.90,4617.00,404.00,1760.00,0.50,21.00
Buck Williams,N,N,Y,N,N,1646.00,1100.00,18.90,16784.00,1080.00,13017.00,2.00,120.00
Bud Stallworth,N,N,N,N,N,155.00,51.00,-24.60,1921.00,129.00,636.00,-1.20,2.00
Buddy Hield,N,N,N,N,N,242.00,18.00,-7.90,1732.00,76.00,538.00,-0.30,3.00
Butch Beard,N,N,Y,N,N,1564.00,44.00,10.90,4169.00,573.00,1752.00,1.50,27.00
Butch Carter,N,N,N,N,N,679.00,43.00,-14.10,3117.00,320.00,542.00,-0.10,9.00
Butch Lee,N,N,N,N,N,464.00,2.00,-5.40,1131.00,142.00,185.00,-0.20,4.00
Byron Beck,N,N,N,N,N,33.00,1.00,-4.60,250.00,15.00,96.00,-0.30,1.00
Byron Dinkins,N,N,N,N,N,75.00,2.00,-4.10,115.00,19.00,40.00,-0.20,0.00
Byron Houston,N,N,N,N,N,107.00,79.00,-9.50,749.00,90.00,564.00,-0.10,3.00
Byron Irvin,N,N,N,N,N,71.00,3.00,-1.40,429.00,43.00,119.00,0.20,2.00
Byron Mullens,N,N,N,N,N,152.00,95.00,-11.90,1359.00,70.00,756.00,-0.60,1.00
Byron Scott,N,N,N,Y,N,2729.00,276.00,2.40,15097.00,1224.00,2987.00,1.30,75.00
C.J. Kupec,N,N,N,N,N,103.00,7.00,-7.60,579.00,28.00,290.00,-0.40,2.00
C.J. McCollum,N,N,N,N,N,717.00,75.00,-3.40,4128.00,226.00,689.00,1.00,16.00
C.J. Miles,N,N,N,N,N,795.00,212.00,-13.00,6927.00,521.00,1714.00,0.40,26.00
C.J. Watson,N,N,N,N,N,1264.00,56.00,-5.50,3821.00,489.00,1030.00,0.50,22.00
C.J. Wilcox,N,N,N,N,N,12.00,1.00,-8.70,21.00,2.00,12.00,-0.20,0.00
Cal Bowdler,N,N,N,N,N,29.00,45.00,-13.40,424.00,42.00,272.00,-0.30,2.00
Calbert Cheaney,N,N,N,N,N,1379.00,196.00,-31.80,7734.00,646.00,2549.00,0.00,23.00
Caldwell Jones,N,N,N,N,N,1191.00,1437.00,-10.40,5788.00,434.00,7081.00,0.70,40.00
Calvin Booth,N,N,N,N,N,142.00,385.00,-0.40,1138.00,90.00,962.00,0.30,8.00
Calvin Garrett,N,N,N,N,N,239.00,18.00,-7.40,845.00,94.00,429.00,0.00,3.00
Calvin Murphy,Y,N,Y,N,N,3067.00,45.00,1.00,12499.00,1048.00,1278.00,1.70,56.00
Calvin Natt,N,N,Y,N,N,1424.00,223.00,-1.60,11585.00,618.00,4671.00,1.50,63.00
Cameron Bairstow,N,N,N,N,N,1.00,1.00,-7.70,10.00,2.00,8.00,-0.10,0.00
Cameron Payne,N,N,N,N,N,203.00,16.00,-14.80,549.00,60.00,164.00,-0.30,1.00
Campy Russell,N,N,Y,N,N,1681.00,114.00,2.50,8947.00,594.00,2691.00,1.40,36.00
Carey Scurry,N,N,N,N,N,241.00,165.00,14.60,985.00,229.00,605.00,0.90,6.00
Caris LeVert,N,N,N,N,N,110.00,8.00,-1.10,468.00,49.00,188.00,0.30,2.00
Carl Herrera,N,N,N,N,N,261.00,204.00,-32.70,2481.00,237.00,1690.00,-0.30,9.00
Carl Landry,N,N,N,N,N,318.00,188.00,-11.70,5142.00,203.00,2368.00,0.30,34.00
Carl Nicks,N,N,N,N,N,387.00,10.00,-17.30,1419.00,186.00,381.00,-0.50,-1.00
Carl Thomas,N,N,N,N,N,18.00,6.00,-5.60,139.00,21.00,47.00,0.00,1.00
Carlos Arroyo,N,N,N,N,N,1995.00,28.00,-43.20,4044.00,316.00,1043.00,-0.20,20.00
Carlos Boozer,N,N,Y,N,N,1928.00,346.00,13.80,13976.00,765.00,8192.00,1.70,80.00
Carlos Clark,N,N,N,N,N,48.00,2.00,-2.70,169.00,35.00,69.00,-0.10,1.00
Carlos Delfino,N,N,N,N,N,849.00,82.00,3.40,3999.00,439.00,1760.00,1.20,22.00
Carlos Rogers,N,N,N,N,N,152.00,203.00,-12.80,1818.00,118.00,1023.00,0.00,9.00
Carlos Terry,N,N,N,N,N,116.00,26.00,1.20,276.00,51.00,215.00,0.40,2.00
Carlton McKinney,N,N,N,N,N,7.00,1.00,-8.10,18.00,6.00,12.00,-0.20,0.00
Carmelo Anthony,N,N,Y,N,N,3278.00,517.00,19.80,26126.00,1098.00,6992.00,2.00,105.00
Caron Butler,N,N,Y,N,N,2153.00,239.00,-3.50,13573.00,1270.00,4826.00,1.10,54.00
Cartier Martin,N,N,N,N,N,142.00,32.00,-27.50,1385.00,112.00,510.00,-0.20,4.00
Casey Jacobsen,N,N,N,N,N,304.00,24.00,-14.00,1488.00,121.00,516.00,-0.10,6.00
Cazzie Russell,N,N,Y,N,N,694.00,33.00,-11.80,4846.00,239.00,1028.00,0.00,20.00
Cedric Bozeman,N,N,N,N,N,9.00,2.00,-8.20,26.00,5.00,23.00,-0.30,0.00
Cedric Ceballos,N,N,Y,N,N,662.00,180.00,-17.20,7900.00,407.00,3018.00,0.40,36.00
Cedric Henderson,N,N,N,N,N,302.00,85.00,-10.80,1395.00,164.00,555.00,-0.20,3.00
Cedric Jackson,N,N,N,N,N,14.00,2.00,-7.50,20.00,3.00,8.00,-0.10,0.00
Cedric Maxwell,N,Y,N,N,N,2059.00,447.00,26.50,11274.00,710.00,5696.00,2.30,84.00
Cedric Simmons,N,N,N,N,N,12.00,23.00,-4.20,126.00,8.00,107.00,-0.30,0.00
Cedrick Hordges,N,N,N,N,N,169.00,38.00,-7.00,1099.00,59.00,853.00,-0.50,2.00
Chad Kinch,N,N,N,N,N,90.00,12.00,-26.60,236.00,22.00,66.00,-0.40,-1.00
Chandler Parsons,N,N,N,N,N,1086.00,135.00,7.40,5086.00,371.00,1805.00,2.00,28.00
Channing Frye,N,N,N,N,N,877.00,550.00,-3.90,7818.00,462.00,4049.00,0.80,40.00
Charles Barkley,Y,N,Y,N,Y,4215.00,888.00,111.70,23757.00,1648.00,12546.00,5.90,177.00
Charles Bradley,N,N,N,N,N,50.00,33.00,-7.80,336.00,46.00,116.00,-0.20,0.00
Charles Davis,N,N,N,N,N,331.00,67.00,-46.50,2371.00,140.00,1027.00,-0.30,6.00
Charles Dudley,N,N,N,N,N,1111.00,11.00,0.40,1600.00,244.00,938.00,1.00,12.00
Charles Jenkins,N,N,N,N,N,214.00,8.00,-18.60,408.00,48.00,100.00,-0.40,1.00
Charles Johnson,N,N,N,N,N,985.00,45.00,-18.40,4389.00,596.00,1341.00,0.00,14.00
Charles Jones,N,N,N,N,N,853.00,1254.00,-3.00,2626.00,562.00,3855.00,0.70,28.00
Charles O'Bannon,N,N,N,N,N,17.00,1.00,-3.60,64.00,9.00,33.00,-0.10,0.00
Charles Oakley,N,N,Y,N,N,2951.00,336.00,21.80,11660.00,1275.00,11459.00,2.00,86.00
Charles Pittman,N,N,N,N,N,204.00,73.00,-11.00,1060.00,75.00,718.00,0.00,4.00
Charles Shackleford,N,N,N,N,N,162.00,142.00,-15.80,1531.00,111.00,1381.00,-0.20,7.00
Charles Smith,N,N,N,N,N,1087.00,920.00,-32.00,9562.00,627.00,3823.00,0.60,45.00
Charles Thomas,N,N,N,N,N,22.00,1.00,-6.00,48.00,4.00,22.00,-0.20,0.00
Charlie Bell,N,N,N,N,N,855.00,31.00,-12.10,3196.00,303.00,809.00,0.30,13.00
Charlie Criss,N,N,N,N,N,1335.00,27.00,-20.70,3646.00,372.00,561.00,-0.30,13.00
Charlie Scott,N,N,Y,N,N,2410.00,163.00,-8.80,8436.00,667.00,1817.00,0.60,22.00
Charlie Sitton,N,N,N,N,N,26.00,6.00,-4.20,91.00,7.00,60.00,-0.20,0.00
Charlie Villanueva,N,N,N,N,N,524.00,322.00,-22.20,6314.00,307.00,2822.00,0.10,21.00
Charlie Ward,N,N,N,N,N,2662.00,136.00,17.00,4161.00,806.00,1699.00,1.40,35.00
Chase Budinger,N,N,N,N,N,438.00,61.00,-13.70,2695.00,202.00,1102.00,0.10,12.00
Chasson Randle,N,N,N,N,N,28.00,1.00,-3.40,95.00,6.00,27.00,-0.10,0.00
Chauncey Billups,N,Y,Y,N,N,6828.00,203.00,23.50,19278.00,1319.00,3601.00,2.00,142.00
Cheick Diallo,N,N,N,N,N,4.00,7.00,-5.60,87.00,4.00,73.00,-0.20,1.00
Cheikh Samb,N,N,N,N,N,1.00,10.00,-12.10,15.00,3.00,24.00,-0.20,0.00
Cherokee Parks,N,N,N,N,N,259.00,272.00,-14.60,1980.00,178.00,1629.00,0.00,11.00
Chet Walker,Y,N,Y,N,N,369.00,10.00,4.60,3044.00,117.00,838.00,2.80,21.00
Chris Andersen,N,N,N,N,N,334.00,962.00,12.90,3741.00,314.00,3466.00,0.80,40.00
Chris Anstey,N,N,N,N,N,127.00,65.00,-8.70,813.00,78.00,534.00,-0.10,3.00
Chris Bosh,N,N,Y,N,N,1692.00,887.00,17.70,16164.00,679.00,7140.00,2.20,99.00
Chris Carr,N,N,N,N,N,343.00,51.00,-33.60,2327.00,106.00,764.00,-0.50,2.00
Chris Childs,N,N,N,N,N,2988.00,69.00,-22.70,4072.00,549.00,1510.00,0.20,25.00
Chris Copeland,N,N,N,N,N,96.00,30.00,-5.10,948.00,30.00,262.00,-0.10,3.00
Chris Corchiani,N,N,N,N,N,227.00,4.00,-5.80,372.00,67.00,122.00,-0.20,1.00
Chris Crawford,N,N,N,N,N,109.00,60.00,-13.30,1085.00,64.00,372.00,-0.20,4.00
Chris Douglas-Roberts,N,N,N,N,N,246.00,55.00,-11.20,1535.00,125.00,455.00,-0.20,5.00
Chris Dudley,N,N,N,N,N,391.00,1067.00,-37.70,3737.00,357.00,5671.00,0.00,25.00
Chris Duhon,N,N,N,N,N,2380.00,30.00,-17.70,3388.00,402.00,1195.00,0.10,20.00
Chris Engler,N,N,N,N,N,15.00,6.00,-5.90,103.00,9.00,98.00,-0.40,0.00
Chris Ford,N,N,N,N,N,2757.00,207.00,-1.40,7651.00,1225.00,2294.00,1.40,34.00
Chris Garner,N,N,N,N,N,63.00,5.00,-16.80,72.00,28.00,36.00,-0.40,-1.00
Chris Gatling,N,N,Y,N,N,592.00,469.00,-41.70,9551.00,601.00,4890.00,0.00,42.00
Chris Herren,N,N,N,N,N,111.00,2.00,-4.80,141.00,15.00,52.00,-0.40,1.00
Chris Hunter,N,N,N,N,N,37.00,35.00,-3.10,270.00,13.00,167.00,-0.20,1.00
Chris Jefferies,N,N,N,N,N,22.00,16.00,-6.70,197.00,19.00,59.00,-0.80,-1.00
Chris Johnson,N,N,N,N,N,91.00,75.00,-20.60,736.00,87.00,395.00,0.00,4.00
Chris Kaman,N,N,Y,N,N,836.00,858.00,-26.20,7709.00,299.00,5121.00,0.10,25.00
Chris King,N,N,N,N,N,105.00,34.00,-12.00,638.00,70.00,296.00,-0.20,1.00
Chris McCullough,N,N,N,N,N,11.00,14.00,-5.60,148.00,30.00,87.00,0.00,0.00
Chris McNealy,N,N,N,N,N,41.00,12.00,1.90,171.00,38.00,203.00,0.60,2.00
Chris Mihm,N,N,N,N,N,221.00,487.00,-30.80,3626.00,160.00,2604.00,-0.50,16.00
Chris Mills,N,N,N,N,N,909.00,212.00,-10.00,5371.00,362.00,2442.00,0.80,32.00
Chris Morris,N,N,N,N,N,1139.00,516.00,13.70,7870.00,888.00,3382.00,1.70,36.00
Chris Mullin,Y,N,Y,N,N,3450.00,549.00,35.50,17911.00,1530.00,4034.00,2.40,93.00
Chris Paul,N,N,Y,N,N,8251.00,90.00,89.20,15610.00,1911.00,3684.00,6.00,155.00
Chris Porter,N,N,N,N,N,61.00,6.00,-4.60,440.00,45.00,189.00,-0.80,0.00
Chris Quinn,N,N,N,N,N,381.00,8.00,-15.00,941.00,84.00,234.00,-0.10,5.00
Chris Richard,N,N,N,N,N,18.00,12.00,-3.70,98.00,10.00,135.00,-0.20,0.00
Chris Robinson,N,N,N,N,N,143.00,17.00,-20.70,512.00,66.00,163.00,-0.30,0.00
Chris Singleton,N,N,N,N,N,92.00,57.00,-9.90,612.00,117.00,472.00,0.00,2.00
Chris Smith,N,N,N,N,N,627.00,56.00,-13.10,1140.00,118.00,291.00,-0.80,3.00
Chris Washburn,N,N,N,N,N,25.00,24.00,-19.90,279.00,15.00,231.00,-0.40,0.00
Chris Webber,N,N,Y,N,N,3948.00,1269.00,57.10,18809.00,1321.00,8976.00,2.90,91.00
Chris Welp,N,N,N,N,N,33.00,49.00,-7.80,296.00,28.00,229.00,-0.20,1.00
Chris Whitney,N,N,N,N,N,1730.00,34.00,-28.30,4051.00,376.00,869.00,0.10,22.00
Chris Wilcox,N,N,N,N,N,473.00,246.00,-26.00,5294.00,326.00,3163.00,0.10,27.00
Chris Wright,N,N,N,N,N,9.00,18.00,-0.80,118.00,14.00,65.00,0.10,1.00
Christian Eyenga,N,N,N,N,N,44.00,37.00,-17.10,329.00,40.00,149.00,-0.20,-1.00
Christian Laettner,N,N,Y,N,N,2545.00,792.00,22.40,13066.00,1059.00,6709.00,1.60,75.00
Christian Wood,N,N,N,N,N,3.00,7.00,-4.50,61.00,5.00,38.00,-0.10,0.00
Chuck Aleksinas,N,N,N,N,N,36.00,15.00,-5.90,377.00,15.00,270.00,-1.10,0.00
Chuck Hayes,N,N,N,N,N,772.00,230.00,6.60,2447.00,478.00,3195.00,0.90,29.00
Chuck Nevitt,N,N,N,N,N,3.00,29.00,-5.60,65.00,5.00,64.00,-0.20,0.00
Chuck Person,N,N,N,N,N,2302.00,167.00,-8.10,12549.00,616.00,4330.00,1.10,39.00
Chuck Terry,N,N,N,N,N,39.00,10.00,-4.60,304.00,58.00,143.00,-0.70,1.00
Chuck Williams,N,N,N,N,N,537.00,10.00,-12.60,878.00,104.00,305.00,-0.60,2.00
Chucky Atkins,N,N,N,N,N,2688.00,41.00,-36.40,7802.00,530.00,1343.00,0.10,33.00
Chucky Brown,N,N,N,N,N,638.00,243.00,-52.30,4648.00,261.00,2393.00,-0.20,21.00
Clarence Kea,N,N,N,N,N,5.00,1.00,-5.00,117.00,6.00,67.00,-0.20,1.00
Clarence Weatherspoon,N,N,N,N,N,1465.00,883.00,-5.90,11480.00,995.00,7644.00,0.90,66.00
Clark Kellogg,N,N,N,N,N,758.00,105.00,8.00,4898.00,376.00,2471.00,2.20,21.00
Claude Gregory,N,N,N,N,N,16.00,13.00,-4.10,134.00,9.00,95.00,-0.20,0.00
Claude Terry,N,N,N,N,N,83.00,2.00,-4.50,340.00,29.00,64.00,-0.10,2.00
Clay Johnson,N,N,N,N,N,24.00,4.00,-2.80,144.00,22.00,69.00,-0.10,1.00
Cleanthony Early,N,N,N,N,N,42.00,15.00,-13.40,241.00,26.00,123.00,-0.40,-1.00
Clem Haskins,N,N,N,N,N,411.00,30.00,-5.60,1532.00,127.00,356.00,0.10,7.00
Clemon Johnson,N,N,N,N,N,868.00,747.00,-3.50,4550.00,393.00,3777.00,0.60,28.00
Cliff Levingston,N,N,N,N,N,700.00,557.00,10.70,5542.00,511.00,4075.00,1.50,43.00
Cliff Meely,N,N,N,N,N,197.00,110.00,-16.40,1331.00,93.00,745.00,-0.40,3.00
Cliff Pondexter,N,N,N,N,N,218.00,52.00,-6.00,778.00,81.00,747.00,-0.10,5.00
Cliff Robinson,N,N,N,N,N,1239.00,512.00,-9.70,11025.00,635.00,5445.00,0.50,32.00
Clifford Ray,N,N,N,N,N,1203.00,638.00,10.00,4618.00,501.00,5287.00,1.90,40.00
Clifford Robinson,N,N,Y,N,N,3061.00,1336.00,1.80,19108.00,1379.00,6099.00,1.50,87.00
Clifford Rozier,N,N,N,N,N,129.00,157.00,-5.20,1010.00,102.00,1125.00,0.10,6.00
Clint Capela,N,N,N,N,N,111.00,172.00,1.50,1360.00,93.00,1020.00,1.10,10.00
Clint Richardson,N,N,N,N,N,1149.00,67.00,-11.30,3120.00,274.00,1058.00,0.10,13.00
Clinton Smith,N,N,N,N,N,45.00,1.00,-2.80,127.00,13.00,56.00,-0.10,0.00
Clinton Wheeler,N,N,N,N,N,103.00,2.00,-3.40,149.00,36.00,40.00,-0.20,0.00
Clyde Drexler,Y,N,Y,N,N,6487.00,764.00,99.10,23848.00,2343.00,7157.00,4.80,147.00
Clyde Lee,N,N,Y,N,N,164.00,47.00,-5.50,780.00,53.00,1210.00,-0.30,5.00
Clyde Mayes,N,N,N,N,N,37.00,42.00,-3.50,284.00,9.00,263.00,-0.40,1.00
Coby Dietrick,N,N,N,N,N,984.00,284.00,1.10,2913.00,427.00,1861.00,0.80,16.00
Coby Karl,N,N,N,N,N,30.00,2.00,-12.40,56.00,6.00,34.00,-0.10,0.00
Cody Zeller,N,N,N,N,N,362.00,211.00,2.20,2239.00,193.00,1575.00,1.10,18.00
Cole Aldrich,N,N,N,N,N,185.00,248.00,-4.10,1120.00,135.00,1201.00,0.30,10.00
Conner Henry,N,N,N,N,N,184.00,11.00,-24.10,552.00,38.00,149.00,-0.20,0.00
Connie Hawkins,Y,N,Y,N,N,1146.00,231.00,4.20,2954.00,357.00,1773.00,1.50,19.00
Connie Norman,N,N,N,N,N,90.00,10.00,-10.40,547.00,38.00,133.00,-0.50,1.00
Corey Beck,N,N,N,N,N,118.00,9.00,-6.60,236.00,42.00,118.00,-0.20,1.00
Corey Benjamin,N,N,N,N,N,133.00,46.00,-18.00,795.00,70.00,228.00,-0.60,-1.00
Corey Brewer,N,N,N,N,N,1467.00,246.00,-14.40,8272.00,1159.00,2635.00,0.30,24.00
Corey Crowder,N,N,N,N,N,17.00,2.00,-3.90,114.00,7.00,41.00,-0.20,0.00
Corey Gaines,N,N,N,N,N,191.00,4.00,-18.00,205.00,33.00,51.00,-0.30,1.00
Corey Maggette,N,N,N,N,N,1696.00,139.00,-16.30,13198.00,590.00,4022.00,0.70,62.00
Corey Williams,N,N,N,N,N,23.00,2.00,-5.70,81.00,4.00,31.00,-0.20,0.00
Corie Blount,N,N,N,N,N,558.00,306.00,-19.70,2785.00,396.00,3257.00,0.20,21.00
Corky Calhoun,N,N,N,N,N,515.00,120.00,-14.00,2270.00,278.00,1509.00,-0.10,11.00
Corliss Williamson,N,N,N,N,N,987.00,248.00,-47.60,9774.00,490.00,3437.00,-0.20,39.00
Cornell Warner,N,N,N,N,N,382.00,184.00,-8.40,2105.00,159.00,2380.00,0.30,16.00
Corny Thompson,N,N,N,N,N,34.00,7.00,-5.10,122.00,12.00,120.00,-0.40,0.00
Corsley Edwards,N,N,N,N,N,3.00,4.00,-5.20,27.00,3.00,25.00,-0.10,0.00
Cory Alexander,N,N,N,N,N,970.00,47.00,-13.40,2064.00,308.00,573.00,0.10,5.00
Cory Blackwell,N,N,N,N,N,26.00,3.00,-8.40,202.00,25.00,96.00,-0.90,-1.00
Cory Carr,N,N,N,N,N,66.00,7.00,-8.80,171.00,21.00,49.00,-1.10,-1.00
Cory Higgins,N,N,N,N,N,36.00,6.00,-11.60,150.00,5.00,35.00,-1.00,-1.00
Cory Jefferson,N,N,N,N,N,16.00,21.00,-3.70,183.00,10.00,145.00,-0.20,1.00
Cory Joseph,N,N,N,N,N,870.00,68.00,-1.00,2421.00,225.00,796.00,0.60,15.00
Courtney Alexander,N,N,N,N,N,203.00,16.00,-19.70,1759.00,121.00,404.00,-0.70,3.00
Courtney Lee,N,N,N,N,N,1375.00,242.00,-2.60,8131.00,840.00,2210.00,0.80,43.00
Craig Ehlo,N,N,N,N,N,2424.00,229.00,8.30,7382.00,975.00,3105.00,1.40,41.00
Craig Hodges,N,N,N,N,N,1798.00,30.00,-18.50,6033.00,564.00,975.00,0.30,29.00
Craig Neal,N,N,N,N,N,204.00,8.00,-17.30,203.00,39.00,47.00,-0.70,-1.00
Craig Smith,N,N,N,N,N,291.00,84.00,-7.90,2822.00,167.00,1450.00,0.20,15.00
Cristiano Felicio,N,N,N,N,N,66.00,29.00,0.80,421.00,31.00,413.00,0.40,5.00
Curtis Borchardt,N,N,N,N,N,15.00,14.00,-3.20,58.00,4.00,54.00,-0.10,0.00
Curtis Perry,N,N,N,N,N,678.00,291.00,4.60,3474.00,379.00,2972.00,1.60,23.00
Curtis Rowe,N,N,Y,N,N,592.00,180.00,-7.10,4285.00,184.00,2563.00,0.50,24.00
Cuttino Mobley,N,N,N,N,N,2057.00,322.00,-4.00,12333.00,901.00,2965.00,1.30,54.00
D.J. Augustin,N,N,N,N,N,3175.00,32.00,-23.20,8011.00,487.00,1449.00,0.20,40.00
D.J. Strawberry,N,N,N,N,N,30.00,6.00,-5.10,73.00,12.00,28.00,-0.20,0.00
D.J. White,N,N,N,N,N,74.00,54.00,-9.70,784.00,40.00,442.00,-0.20,4.00
D'Angelo Russell,N,N,Y,N,N,303.00,16.00,-0.50,984.00,87.00,222.00,0.70,1.00
Daequan Cook,N,N,N,N,N,262.00,55.00,-35.00,2251.00,128.00,764.00,-0.40,5.00
Dahntay Jones,N,N,N,N,N,509.00,137.00,-47.60,3226.00,256.00,1048.00,-0.40,8.00
DaJuan Summers,N,N,N,N,N,2.00,1.00,-10.50,74.00,3.00,12.00,-0.40,0.00
Dajuan Wagner,N,N,N,N,N,181.00,14.00,-10.90,916.00,64.00,140.00,-0.90,0.00
Dale Davis,N,N,Y,N,N,996.00,1294.00,27.60,8852.00,710.00,8774.00,1.80,89.00
Dale Ellis,N,N,Y,N,N,1790.00,182.00,0.30,19175.00,970.00,4150.00,1.30,86.00
Dale Schlueter,N,N,N,N,N,267.00,89.00,-5.00,678.00,64.00,723.00,0.20,4.00
Dalibor Bagaric,N,N,N,N,N,37.00,43.00,-21.10,251.00,29.00,238.00,-0.40,-1.00
Dallas Comegys,N,N,N,N,N,95.00,133.00,-7.50,856.00,78.00,452.00,-0.50,1.00
Damian Lillard,N,N,Y,N,N,2446.00,110.00,16.10,8880.00,368.00,1593.00,3.70,46.00
Damien Inglis,N,N,N,N,N,10.00,3.00,-6.40,36.00,6.00,31.00,-0.20,0.00
Damien Wilkins,N,N,N,N,N,750.00,122.00,-12.00,3353.00,407.00,1276.00,0.20,12.00
Damion James,N,N,N,N,N,23.00,19.00,-9.70,144.00,23.00,118.00,-0.20,0.00
Damir Markota,N,N,N,N,N,6.00,1.00,-9.00,51.00,3.00,31.00,-0.30,0.00
Damjan Rudez,N,N,N,N,N,84.00,7.00,-11.90,480.00,31.00,92.00,-0.20,2.00
Damon Jones,N,N,N,N,N,1720.00,19.00,-15.40,3940.00,237.00,997.00,0.30,25.00
Damon Stoudamire,N,N,N,N,N,5800.00,84.00,-8.70,12685.00,1038.00,3229.00,1.10,58.00
Damone Brown,N,N,N,N,N,16.00,7.00,-19.00,77.00,2.00,32.00,-0.20,0.00
